IMB.L,Imperial Brands,GBP,stock,,Tobacco
INF.L,Informa,GBP,stock,,Media
IAG.L,International Airlines Group,GBP,stock,,Travel & leisure
ITRK.L,Intertek,GBP,stock,,Support services
JD.L,JD Sports,GBP,stock,,General retailers
KGF.L,Kingfisher plc,GBP,stock,,Retailers
LAND.L,Land Securities,GBP,stock,,Real estate investment trusts
LGEN.L,Legal & General,GBP,stock,,Life insurance
LLOY.L,Lloyds Banking Group,GBP,stock,,Banks
LMP.L,LondonMetric Property,GBP,stock,,Real Estate Investment Trusts
LSEG.L,London Stock Exchange Group,GBP,stock,,Financial services
MNG.L,M&G,GBP,stock,,Financial services
MKS.L,Marks & Spencer,GBP,stock,,Food & drug retailing
MRO.L,Melrose Industries,GBP,stock,,Aerospace & defence
MTLN.L,Metlen Energy & Metals,GBP,stock,,Multiline utilities
MNDI.L,Mondi,GBP,stock,,Containers & packaging
NG.L,National Grid plc,GBP,stock,,Multiline utilities
NWG.L,NatWest Group,GBP,stock,,Banks
NXT.L,Next plc,GBP,stock,,General retailers
PSON.L,Pearson plc,GBP,stock,,Media
PSH.L,Pershing Square Holdings,GBP,stock,,Financial services
PSN.L,Persimmon,GBP,stock,,Household goods & home construction
PHNX.L,Phoenix Group,GBP,stock,,Life insurance
PCT.L,Polar Capital Technology Trust,GBP,stock,,Investment trusts
PRU.L,Prudential plc,GBP,stock,,Life insurance
RKT.L,Reckitt,GBP,stock,,Household goods & home construction
REL.L,RELX,GBP,stock,,Media
RTO.L,Rentokil Initial,GBP,stock,,Support services
RMV.L,Rightmove,GBP,stock,,Media
RIO.L,Rio Tinto,GBP,stock,,Mining
RR.L,Rolls-Royce Holdings,GBP,stock,,Aerospace & defence
SGE.L,Sage Group,GBP,stock,,Software & computer services
SBRY.L,Sainsbury's,GBP,stock,,Food & drug retailing
SDR.L,Schroders,GBP,stock,,Financial services
SMT.L,Scottish Mortgage Investment Trust,GBP,stock,,Collective investments
SGRO.L,Segro,GBP,stock,,Real estate investment trusts
SVT.L,Severn Trent,GBP,stock,,Multiline utilities
SHEL.L,Shell plc,GBP,stock,,Oil & gas producers
SMIN.L,Smiths Group,GBP,stock,,General industrials
SN.L,Smith & Nephew,GBP,stock,,Health care equipment & supplies
SPX.L,Spirax Group,GBP,stock,,Industrial engineering
SSE.L,SSE plc,GBP,stock,,Electrical utilities & independent power producers
STAN.L,Standard Chartered,GBP,stock,,Banks
STJ.L,St. James's Place,GBP,stock,,Financial services
TSCO.L,Tesco,GBP,stock,,Food & drug retailing
ULVR.L,Unilever,GBP,stock,,Personal goods
UU.L,United Utilities,GBP,stock,,Multiline utilities
VOD.L,Vodafone Group,GBP,stock,,Mobile telecommunications
WEIR.L,Weir Group,GBP,stock,,Industrial goods and services
WTB.L,Whitbread,GBP,stock,,Retail hospitality
3IN.L,3i Infrastructure,GBP,stock,,Financial Services
FOUR.L,4imprint,GBP,stock,,Media
AAS.L,Aberdeen Asia Focus,GBP,stock,,Investment Trusts
ABDN.L,Aberdeen Group,GBP,stock,,Financial Services
ASL.L,Aberforth Smaller Companies Trust,GBP,stock,,Investment Trusts
AEP.L,AEP Plantations,GBP,stock,,Food Producers
ALFA.L,Alfa Financial Software,GBP,stock,,Software and Computer Services
ATT.L,Allianz Technology Trust,GBP,stock,,Investment Trusts
AO.L,AO World,GBP,stock,,Retail
APN.L,Applied Nutrition,GBP,stock,,Food Producers
ASHM.L,Ashmore Group,GBP,stock,,Financial Services
AIE.L,Ashoka India Equity Investment Trust,GBP,stock,,Investment Trusts
AML.L,Aston Martin Lagonda,GBP,stock,,Automobiles & Parts
ATYM.L,Atalaya Mining,GBP,stock,,Industrial Metals and Mining
AGT.L,AVI Global Trust,GBP,stock,,Investment Trusts
AVON.L,Avon Technologies,GBP,stock,,Industrial Goods and Services
BME.L,B&M,GBP,stock,,Retailers
BGFD.L,Baillie Gifford Japan Trust,GBP,stock,,Investment Trusts
USA.L,Baillie Gifford US Growth Trust,GBP,stock,,Investment Trusts
BBY.L,Balfour Beatty,GBP,stock,,Construction & Materials
BCG.L,Baltic Classifieds,GBP,stock,,Consumer Digital Services
BNKR.L,Bankers Investment Trust,GBP,stock,,Investment Trusts
BAG.L,A.G. Barr,GBP,stock,,Beverages
AJB.L,AJ Bell,GBP,stock,,Financial Services
BWY.L,Bellway,GBP,stock,,Home Construction
BHMG.L,BH Macro,GBP,stock,,Hedge Funds
BYG.L,Big Yellow Group,GBP,stock,,Real Estate Investment Trusts
BPCR.L,Biopharma Credit,GBP,stock,,Investment Trusts
BRGE.L,BlackRock Greater Europe Investment Trust,GBP,stock,,Investment Trusts
BRSC.L,BlackRock Smaller Companies Trust,GBP,stock,,Equity Investments
THRG.L,BlackRock Throgmorton Trust,GBP,stock,,Equity Investments
BRWM.L,BlackRock World Mining Trust,GBP,stock,,Investment Trusts
BSIF.L,Bluefield Solar Income Fund,GBP,stock,,Investment Trusts
BOY.L,Bodycote,GBP,stock,,Industrial Engineering
BREE.L,Breedon Group,GBP,stock,,Construction & Materials
BPT.L,Bridgepoint Group,GBP,stock,,Financial Services
BUT.L,Brunner Investment Trust,GBP,stock,,Investment Trusts
BYIT.L,Bytes Technology Group,GBP,stock,,Aerospace & Defence
CCR.L,C&C Group,GBP,stock,,Food & Tobacco
CLDN.L,Caledonia Investments,GBP,stock,,Investment Trusts
CGT.L,Capital Gearing Trust,GBP,stock,,Investment Trusts
CCL.L,Carnival Corporation & plc,GBP,stock,,Travel & Leisure
CWR.L,Ceres Power,GBP,stock,,Alternative Energy
CHG.L,Chemring Group,GBP,stock,,Aerospace & Defence
CSN.L,Chesnara,GBP,stock,,Life Insurance
CHRY.L,Chrysalis Investments,GBP,stock,,Investment Trusts
CTY.L,City of London Investment Trust,GBP,stock,,Investment Trusts
CKN.L,Clarkson,GBP,stock,,Industrial Transportation
CBG.L,Close Brothers Group,GBP,stock,,Financial Services
CMCX.L,CMC Markets,GBP,stock,,Financial Services
COA.L,Coats Group,GBP,stock,,Consumer Staples
CCC.L,Computacenter,GBP,stock,,Software & Computer Services
CWK.L,Cranswick,GBP,stock,,Food Producers
CURY.L,Currys,GBP,stock,,Retailers
DLN.L,Derwent London,GBP,stock,,Real Estate Investment Trusts
DSCV.L,discoverIE,GBP,stock,,Support Services
DOM.L,Domino's Pizza,GBP,stock,,Travel & Leisure
DRX.L,Drax Group,GBP,stock,,Electricity
DOCS.L,Dr. Martens,GBP,stock,,Retailers
DNLM.L,Dunelm Group,GBP,stock,,Retailers
EDIN.L,Edinburgh Investment Trust,GBP,stock,,Investment Trusts
EWI.L,Edinburgh Worldwide Investment Trust,GBP,stock,,Investment Trusts
ELM.L,Elementis,GBP,stock,,Chemicals
ENOG.L,Energean,GBP,stock,,Oil & Gas Producers
ESCT.L,European Smaller Companies Trust,GBP,stock,,Investment Trusts
FCSS.L,Fidelity China Special Situations,GBP,stock,,Investment Trusts
FEML.L,Fidelity Emerging Markets,GBP,stock,,Investment Trusts
FEV.L,Fidelity European Trust,GBP,stock,,Investment Trusts
FSV.L,Fidelity Special Values,GBP,stock,,Investment Trusts
FGT.L,Finsbury Growth & Income Trust,GBP,stock,,Equity Investments
FGP.L,FirstGroup,GBP,stock,,Travel & Leisure
FGEN.L,Foresight Environmental Infrastructure,GBP,stock,,Investment Trusts
FSG.L,Foresight Group,GBP,stock,,Investment Banking and Brokerage Services
FRAS.L,Frasers Group,GBP,stock,,Retailers
FCH.L,Funding Circle,GBP,stock,,Financial Services
FUTR.L,Future,GBP,stock,,Media
GFRD.L,Galliford Try,GBP,stock,,Construction
GAMA.L,Gamma Communications,GBP,stock,,Telecommunications
GBG.L,GB Group,GBP,stock,,Software and Computer Services
GCP.L,GCP Infrastructure Investments,GBP,stock,,General Financial
GEN.L,Genuit Group,GBP,stock,,Construction & Materials
GNS.L,Genus,GBP,stock,,Pharmaceuticals & Biotechnology
GSCT.L,Global Smaller Companies Trust,GBP,stock,,Investment Trusts
GDWN.L,Goodwin,GBP,stock,,General Industrials
GFTU.L,Grafton Group,GBP,stock,,Support Services
GRI.L,Grainger,GBP,stock,,Real Estate Investment & Services
GPE.L,Great Portland Estates,GBP,stock,,Real Estate Investment Trusts
UKW.L,Greencoat UK Wind,GBP,stock,,"Gas, Water & Multiutilities"
GNC.L,Greencore,GBP,stock,,"Food, Beverage and Tobacco"
GRG.L,Greggs,GBP,stock,,Food & Drug Retailers
HMSO.L,Hammerson,GBP,stock,,Real Estate Investment Trusts
HBR.L,Harbour Energy,GBP,stock,,Oil & Gas Producers
HVPE.L,HarbourVest Global Private Equity,GBP,stock,,Equity Investments
HWG.L,Harworth Group,GBP,stock,,Real Estate
HAS.L,Hays,GBP,stock,,Support Services
HTWS.L,Helios Towers,GBP,stock,,Telecomms
HSL.L,Henderson Smaller Companies Investment Trust,GBP,stock,,Investment Trusts
HRI.L,Herald Investment Trust,GBP,stock,,Investment Trusts
HGT.L,Hg Capital Trust,GBP,stock,,Investment Trusts
HICL.L,HICL Infrastructure Company,GBP,stock,,Investment Trusts
HILS.L,Hill & Smith,GBP,stock,,Industrial Engineering
HFG.L,Hilton Food Group,GBP,stock,,Food Producers
HOC.L,Hochschild Mining,GBP,stock,,Basic Resources
BOWL.L,Hollywood Bowl Group,GBP,stock,,Travel and leisure
HTG.L,Hunting,GBP,stock,,"Oil, Gas and Coal"
IBST.L,Ibstock,GBP,stock,,Construction & Materials
ICGT.L,ICG Enterprise Trust,GBP,stock,,Investment Trusts
IGG.L,IG Group Holdings,GBP,stock,,Financial Services
IEM.L,Impax Environmental Markets,GBP,stock,,Investment Trusts
INCH.L,Inchcape,GBP,stock,,Retailers
IHP.L,IntegraFin Holdings,GBP,stock,,Financial Services
IPF.L,International Personal Finance,GBP,stock,,Financial Services
INPP.L,International Public Partnerships,GBP,stock,,Financial Services
IWG.L,International Workplace Group,GBP,stock,,Support Services
IAD.L,Invesco Asia Dragon Trust,GBP,stock,,Investment Trusts
INVP.L,Investec,GBP,stock,,Financial Services
IPO.L,IP Group,GBP,stock,,Financial Services
ITH.L,Ithaca Energy,GBP,stock,,Oil & Gas Producers
ITV.L,ITV,GBP,stock,,Media
JMAT.L,Johnson Matthey,GBP,stock,,Chemicals
JSG.L,Johnson Service Group,GBP,stock,,Industrial Support Services
JAM.L,JPMorgan American Investment Trust,GBP,stock,,Investment Trusts
JEMI.L,JPMorgan Emerging Markets Dividend Income,GBP,stock,,Investment Trusts
JMG.L,JPMorgan Emerging Markets Growth & Income,GBP,stock,,Investment Trusts
JEDT.L,JPMorgan European Discovery,GBP,stock,,Investment Trusts
JEGI.L,JPMorgan European Growth & Income,GBP,stock,,Investment Trusts
JGGI.L,JPMorgan Global Growth & Income,GBP,stock,,Investment Trusts
JII.L,JPMorgan India Growth & Income,GBP,stock,,Investment Trusts
JFJ.L,JPMorgan Japanese Investment Trust,GBP,stock,,Investment Trusts
JTC.L,JTC,GBP,stock,,Financial Services
JUP.L,Jupiter Fund Management,GBP,stock,,Financial Services
JUST.L,Just Group,GBP,stock,,Life Insurance
KNOS.L,Kainos,GBP,stock,,Software & Computer Services
KLR.L,Keller Group,GBP,stock,,Construction & Materials
KIE.L,Kier Group,GBP,stock,,Construction & Materials
LRE.L,Lancashire Holdings,GBP,stock,,Nonlife Insurance
LWDB.L,Law Debenture,GBP,stock,,Investment Trusts
BGEO.L,Lion Finance Group,GBP,stock,,Banking Services
EMG.L,Man Group,GBP,stock,,Investment Trusts
MSLH.L,Marshalls,GBP,stock,,Construction & Materials
MEGP.L,ME Group International,GBP,stock,,Leisure Goods
MRC.L,Mercantile Investment Trust,GBP,stock,,Collective Investments
MRCH.L,Merchants Trust,GBP,stock,,Investment Trusts
MTRO.L,Metro Bank,GBP,stock,,Banks
MAB.L,Mitchells & Butlers,GBP,stock,,Travel & Leisure
MTO.L,Mitie,GBP,stock,,Support Services
GROW.L,Molten Ventures,GBP,stock,,Financial Services
MNKS.L,Monks Investment Trust,GBP,stock,,Investment Trusts
MONY.L,MONY Group,GBP,stock,,Media
MOON.L,Moonpig,GBP,stock,,Retailers
MGAM.L,Morgan Advanced Materials,GBP,stock,,Electronic & Electrical Equipment
MGNS.L,Morgan Sindall Group,GBP,stock,,Construction & Materials
MUT.L,Murray Income Trust,GBP,stock,,Investment Trusts
MYI.L,Murray International Trust,GBP,stock,,Investment Trusts
NBPE.L,NB Private Equity Partners,GBP,stock,,Collective Investments
NCC.L,NCC Group,GBP,stock,,Software and Computer Services
N91.L,Ninety One,GBP,stock,,Financial Services
NAS.L,North Atlantic Smaller Companies Investment Trust,GBP,stock,,Investment Trusts
OCI.L,Oakley Capital Investments,GBP,stock,,Investment Trusts
OCDO.L,Ocado Group,GBP,stock,,Food & drug retailers
OSB.L,OSB Group,GBP,stock,,Banks
OXB.L,Oxford Biomedica,GBP,stock,,Pharmaceuticals and Biotechnology
OXIG.L,Oxford Instruments,GBP,stock,,Electronic & Electrical Equipment
ONT.L,Oxford Nanopore Technologies,GBP,stock,,Health Care
PHI.L,Pacific Horizon Investment Trust,GBP,stock,,Investment Trusts
PAGE.L,PageGroup,GBP,stock,,Support Services
PAF.L,Pan African Resources,GBP,stock,,Precious Metals and Mining
PINT.L,Pantheon Infrastructure,GBP,stock,,Investment Trusts
PIN.L,Pantheon International,GBP,stock,,Equity Investments
PAG.L,Paragon Banking Group,GBP,stock,,Financial Services
PEY.L,Partners Group Private Equity,GBP,stock,,Investment Trusts
PPET.L,Patria Private Equity Trust,GBP,stock,,Financial Services
PNN.L,Pennon Group,GBP,stock,,"Gas, Water & Multiutilities"
PNL.L,Personal Assets Trust,GBP,stock,,Investment Trusts
PETS.L,Pets at Home,GBP,stock,,Retailers
PINE.L,Pinewood Technologies,GBP,stock,,Software & Computer Services
PTEC.L,Playtech,GBP,stock,,Software & Computer Services
PLUS.L,Plus500,GBP,stock,,Financial Services
PCGH.L,Polar Capital Global Healthcare Trust,GBP,stock,,Investment Trusts
POLN.L,Pollen Street Group,GBP,stock,,Financial Services
PPH.L,PPHE Hotel Group,GBP,stock,,Travel and Leisure
PFD.L,Premier Foods,GBP,stock,,Food & Drug Retailers
PHP.L,Primary Health Properties,GBP,stock,,Real Estate Investment Trusts
PRN.L,Princes Group,GBP,stock,,Food and drink
QQ.L,Qinetiq,GBP,stock,,Aerospace & Defence
QLT.L,Quilter,GBP,stock,,Financial Services
RNK.L,Rank Group,GBP,stock,,Travel and Leisure
RPI.L,Raspberry Pi Holdings,GBP,stock,,Technology
RAT.L,Rathbones,GBP,stock,,Financial Services
RSW.L,Renishaw,GBP,stock,,Electronic & Electrical Equipment
RHIM.L,RHI Magnesita,GBP,stock,,Support Services
RCP.L,RIT Capital Partners,GBP,stock,,Investment Trusts
ROR.L,Rotork,GBP,stock,,Industrial Engineering
RS1.L,RS Group,GBP,stock,,Industrials
RTW.L,RTW Biotech Opportunities,GBP,stock,,Investment Trusts
RICA.L,Ruffer Investment Company,GBP,stock,,Investment Trusts
SAFE.L,Safestore,GBP,stock,,Real Estate Investment Trusts
SAGA.L,Saga,GBP,stock,,Financial Services
SVS.L,Savills,GBP,stock,,Real Estate Investment & Services
ATR.L,Schroder Asian Total Return Investment Company,GBP,stock,,Investment Trusts
SDP.L,Schroder AsiaPacific Fund,GBP,stock,,Investment Trusts
SOI.L,Schroder Oriental Income Fund,GBP,stock,,Financial Services
SAIN.L,Scottish American Investment Company,GBP,stock,,Investment Trusts
SEIT.L,SDCL Energy Efficiency Income Trust,GBP,stock,,Energy
SNR.L,Senior,GBP,stock,,Aerospace & Defence
SEQI.L,Sequoia Economic Infrastructure Income Fund,GBP,stock,,Financial Services
SRP.L,Serco,GBP,stock,,Support Services
SHC.L,Shaftesbury Capital,GBP,stock,,Real Estate Investment Trusts
SHAW.L,Shawbrook Bank,GBP,stock,,Banking
SRE.L,Sirius Real Estate,GBP,stock,,Real Estate
SCT.L,Softcat,GBP,stock,,Software & Computer Services
SPI.L,Spire Healthcare,GBP,stock,,Health Care Equipment & Services
SSPG.L,SSP Group,GBP,stock,,Retailers
SUPR.L,Supermarket Income REIT,GBP,stock,,Real Estate Investment Trusts
SYNC.L,Syncona,GBP,stock,,Pharmaceuticals & Biotechnology
THRL.L,Target Healthcare REIT,GBP,stock,,Real Estate Investment Trusts
TATE.L,Tate & Lyle,GBP,stock,,Food Producers
TW.L,Taylor Wimpey,GBP,stock,,Household goods & home construction
TBCG.L,TBC Bank,GBP,stock,,Banks
TEP.L,Telecom Plus,GBP,stock,,Telecomms
TMPL.L,Temple Bar Investment Trust,GBP,stock,,Collective Investments
TEM.L,Templeton Emerging Markets Investment Trust,GBP,stock,,Investment Trusts
TRIG.L,The Renewables Infrastructure Group,GBP,stock,,Investment Trusts
THG.L,THG,GBP,stock,,Personal Products
TCAP.L,TP ICAP,GBP,stock,,Support Services
TRN.L,Trainline,GBP,stock,,Industrial Transportation
TPK.L,Travis Perkins,GBP,stock,,Support Services
BBOX.L,Tritax Big Box REIT,GBP,stock,,Real Estate Investment Trusts
TRY.L,TR Property Investment Trust,GBP,stock,,Investment Trusts
TRST.L,Trustpilot,GBP,stock,,Technology
TFIF.L,Twentyfour Income Fund,GBP,stock,,Investment Trusts
UTG.L,Unite Group,GBP,stock,,Real estate investment trusts
UEM.L,Utilico Emerging Markets,GBP,stock,,Investment Trusts
VSVS.L,Vesuvius,GBP,stock,,General Industrials
VCT.L,Victrex,GBP,stock,,Chemicals
VEIL.L,Vietnam Enterprise Investments,GBP,stock,,General Financial
VOF.L,VinaCapital Vietnam Opportunity Fund,GBP,stock,,General Financial
VTY.L,Vistry Group,GBP,stock,,Home Construction
FAN.L,Volution Group,GBP,stock,,Construction & Materials
WPS.L,W. A. G. Payment Solutions,GBP,stock,,Financial Services
WOSG.L,Watches of Switzerland,GBP,stock,,Personal Goods
JDW.L,Wetherspoon (J D),GBP,stock,,Travel & Leisure
SMWH.L,W H Smith,GBP,stock,,Retailers
WIX.L,Wickes,GBP,stock,,Retailers
WIZZ.L,Wizz Air,GBP,stock,,Travel & Leisure
WKP.L,Workspace Group,GBP,stock,,Real Estate Investment Trusts
WWH.L,Worldwide Healthcare Trust,GBP,stock,,Investment Trusts
WPP.L,WPP,GBP,stock,,Media
XPS.L,XPS Pensions,GBP,stock,,Financial Services
ZIG.L,Zigup,GBP,stock,,Support Services
AC.PA,Accor,EUR,stock,,Consumer Services
AI.PA,Air Liquide,EUR,stock,,Basic Materials
AIR.PA,Airbus,EUR,stock,,Industrials
MT.AS.PA,ArcelorMittal,EUR,stock,,Basic Materials
CS.PA,Axa,EUR,stock,,Financial Services
BNP.PA,BNP Paribas,EUR,stock,,Financial Services
EN.PA,Bouygues,EUR,stock,,Industrials
BVI.PA,Bureau Veritas,EUR,stock,,Inspection and certification
CAP.PA,Capgemini,EUR,stock,,Technology
CA.PA,Carrefour,EUR,stock,,Consumer Defensive
ACA.PA,Crédit Agricole,EUR,stock,,Financial Services
BN.PA,Danone,EUR,stock,,Consumer Defensive
DSY.PA,Dassault Systèmes,EUR,stock,,Technology
EDEN.PA,Edenred,EUR,stock,,Industrials
ENGI.PA,Engie,EUR,stock,,Utilities
EL.PA,EssilorLuxottica,EUR,stock,,Healthcare
ERF.PA,Eurofins Scientific,EUR,stock,,Healthcare
RMS.PA,Hermès,EUR,stock,,Consumer Cyclical
KER.PA,Kering,EUR,stock,,Consumer Cyclical
OR.PA,L'Oréal,EUR,stock,,Consumer Defensive
LR.PA,Legrand,EUR,stock,,Industrials
MC.PA,LVMH,EUR,stock,,Consumer Cyclical
ML.PA,Michelin,EUR,stock,,Industrials
ORA.PA,Orange,EUR,stock,,Communication
RI.PA,Pernod Ricard,EUR,stock,,Consumer Defensive
PUB.PA,Publicis,EUR,stock,,Communication
RNO.PA,Renault,EUR,stock,,Consumer Cyclical
SAF.PA,Safran,EUR,stock,,Industrials
SGO.PA,Saint-Gobain,EUR,stock,,Industrials
SAN.PA,Sanofi,EUR,stock,,Healthcare
SU.PA,Schneider Electric,EUR,stock,,Industrials
GLE.PA,Société Générale,EUR,stock,,Financial Services
STLAP.PA,Stellantis,EUR,stock,,Consumer Cyclical
STMPA.PA,STMicroelectronics,EUR,stock,,Technology
TEP.PA,Teleperformance,EUR,stock,,Communication
HO.PA,Thales,EUR,stock,,Industrials
TTE.PA,TotalEnergies,EUR,stock,,Energy
URW.PA,Unibail-Rodamco-Westfield,EUR,stock,,Real Estate
VIE.PA,Veolia,EUR,stock,,Industrials
DG.PA,Vinci,EUR,stock,,Industrials
ADS.DE,Adidas,EUR,stock,,Apparel
AIR.PA.DE,Airbus,EUR,stock,,Aerospace & Defence
ALV.DE,Allianz,EUR,stock,,Financial Services
BAS.DE,BASF,EUR,stock,,Chemicals
BAYN.DE,Bayer,EUR,stock,,Pharmaceuticals
BEI.DE,Beiersdorf,EUR,stock,,Consumer goods
BMW.DE,BMW,EUR,stock,,Automotive
BNR.DE,Brenntag,EUR,stock,,Distribution
CBK.DE,Commerzbank,EUR,stock,,Financial Services
CON.DE,Continental,EUR,stock,,Automotive
DTG.DE,Daimler Truck,EUR,stock,,Automotive
DBK.DE,Deutsche Bank,EUR,stock,,Financial Services
DB1.DE,Deutsche Börse,EUR,stock,,Financial Services
DHL.DE,Deutsche Post,EUR,stock,,Logistics
DTE.DE,Deutsche Telekom,EUR,stock,,Telecommunication
EOAN.DE,E.ON,EUR,stock,,Utilities
FRE.DE,Fresenius,EUR,stock,,Healthcare
FME.DE,Fresenius Medical Care,EUR,stock,,Healthcare
G1A.DE,GEA Group,EUR,stock,,Mechanical Engineering
HNR1.DE,Hannover Re,EUR,stock,,Insurance
HEI.DE,Heidelberg Materials,EUR,stock,,Construction Materials
HEN3.DE,Henkel,EUR,stock,,Consumer Goods
IFX.DE,Infineon Technologies,EUR,stock,,Technology
MBG.DE,Mercedes-Benz Group,EUR,stock,,Automotive
MRK.DE,Merck,EUR,stock,,Pharmaceuticals
MTX.DE,MTU Aero Engines,EUR,stock,,Aerospace & Defence
MUV2.DE,Munich Re,EUR,stock,,Financial Services
PAH3.DE,Porsche SE,EUR,stock,,Automotive
QIA.DE,Qiagen,EUR,stock,,Biotech
RHM.DE,Rheinmetall,EUR,stock,,Aerospace & Defence
RWE.DE,RWE,EUR,stock,,Utilities
SAP.DE,SAP,EUR,stock,,Technology
G24.DE,Scout24,EUR,stock,,E-Commerce
SIE.DE,Siemens,EUR,stock,,Industrials
ENR.DE,Siemens Energy,EUR,stock,,Energy technology
SHL.DE,Siemens Healthineers,EUR,stock,,Medical Equipment
SY1.DE,Symrise,EUR,stock,,Chemicals
VOW3.DE,Volkswagen Group,EUR,stock,,Automotive
VNA.DE,Vonovia,EUR,stock,,Real Estate
ZAL.DE,Zalando,EUR,stock,,E-Commerce
