"Booking ID",Date,Location,Description,"Sub total",Tax,Total
70533402,01/Apr/2024,"Barker Drive, NW1 0JF","Payment for booking #70533402",£11.80,Free,£11.80
70508012,01/Apr/2024,"Barker Drive, NW1 0JF","Payment for booking #70508012",£11.80,Free,£11.80
62204620,06/Mar/2024,"Barker Drive, NW1 0JF","Payment for booking #62204620",£102.88,Free,£102.88
68827529,29/Apr/2024,"Barker Drive, NW1 0JF","Payment for booking #68827529",-£71.94,Free,-£71.94
68827529,26/Feb/2024,"Barker Drive, NW1 0JF","Payment for booking #68827529",£154.68,Free,£154.68
70402526,29/Mar/2024,"Barker Drive, NW1 0JF","Payment for booking #70402526",£66.91,Free,£66.91
68507374,23/Feb/2024,"Barker Drive, NW1 0JF","Payment for booking #68507374",-£55.18,Free,-£55.18
68507374,20/Feb/2024,"Barker Drive, NW1 0JF","Payment for booking #68507374",£55.18,Free,£55.18
70143349,24/Mar/2024,"Barker Drive, NW1 0JF","Payment for booking #70143349",£11.80,Free,£11.80
68638191,04/Mar/2024,"Barker Drive, NW1 0JF","Payment for booking #68638191",-£154.68,Free,-£154.68
68638191,22/Feb/2024,"Barker Drive, NW1 0JF","Payment for booking #68638191",£154.68,Free,£154.68
62204620,05/Feb/2024,"Barker Drive, NW1 0JF","Payment for booking #62204620",£102.88,Free,£102.88
68306752,15/Feb/2024,"Barker Drive, NW1 0JF","Payment for booking #68306752",£60.00,Free,£60.00
68266194,14/Feb/2024,"Barker Drive, NW1 0JF","Payment for booking #68266194",£39.71,Free,£39.71
67824183,05/Feb/2024,"Barker Drive, NW1 0JF","Payment for booking #67824183",-£11.08,Free,-£11.08
67824183,05/Feb/2024,"Barker Drive, NW1 0JF","Payment for booking #67824183",£11.08,Free,£11.08
67778069,04/Feb/2024,"Barker Drive, NW1 0JF","Payment for booking #67778069",£11.08,Free,£11.08
67655362,02/Feb/2024,"Barker Drive, NW1 0JF","Payment for booking #67655362",£33.09,Free,£33.09
67708313,03/Feb/2024,"Barker Drive, NW1 0JF","Payment for booking #67708313",£11.08,Free,£11.08
67700906,03/Feb/2024,"Barker Drive, NW1 0JF","Payment for booking #67700906",£22.09,Free,£22.09
62204620,05/Jan/2024,"Barker Drive, NW1 0JF","Payment for booking #62204620",£102.88,Free,£102.88
67447917,28/Jan/2024,"Barker Drive, NW1 0JF","Payment for booking #67447917",£37.55,Free,£37.55
67051140,19/Jan/2024,"Barker Drive, NW1 0JF","Payment for booking #67051140",£74.82,Free,£74.82
66580928,08/Jan/2024,"Barker Drive, NW1 0JF","Payment for booking #66580928",£12.52,Free,£12.52
66531289,07/Jan/2024,"Barker Drive, NW1 0JF","Payment for booking #66531289",£12.52,Free,£12.52
66466822,06/Jan/2024,"Barker Drive, NW1 0JF","Payment for booking #66466822",£12.52,Free,£12.52
66463703,05/Jan/2024,"Barker Drive, NW1 0JF","Payment for booking #66463703",£12.52,Free,£12.52
62256766,09/Dec/2023,"Barker Drive, NW1 0JF","Payment for booking #62256766",£102.88,Free,£102.88
62204620,06/Dec/2023,"Barker Drive, NW1 0JF","Payment for booking #62204620",£102.88,Free,£102.88
65695544,17/Dec/2023,"Barker Drive, NW1 0JF","Payment for booking #65695544",£12.52,Free,£12.52
65661839,16/Dec/2023,"Barker Drive, NW1 0JF","Payment for booking #65661839",-£135.25,Free,-£135.25
65661839,16/Dec/2023,"Barker Drive, NW1 0JF","Payment for booking #65661839",£135.25,Free,£135.25
65275431,08/Dec/2023,"Barker Drive, NW1 0JF","Payment for booking #65275431",£25.04,Free,£25.04
62256766,09/Nov/2023,"Barker Drive, NW1 0JF","Payment for booking #62256766",£102.88,Free,£102.88
64964310,02/Dec/2023,"Barker Drive, NW1 0JF","Payment for booking #64964310",£13.67,Free,£13.67
62204620,05/Nov/2023,"Barker Drive, NW1 0JF","Payment for booking #62204620",£102.88,Free,£102.88
62256766,05/Oct/2023,"Barker Drive, NW1 0JF","Payment for booking #62256766",£102.88,Free,£102.88
62204620,04/Oct/2023,"Barker Drive, NW1 0JF","Payment for booking #62204620",£102.88,Free,£102.88
57348346,03/Jul/2023,"Barker Drive, NW1 0JF","Payment for booking #57348346",-£112.23,Free,-£112.23
57348346,02/Jul/2023,"Barker Drive, NW1 0JF","Payment for booking #57348346",£112.23,Free,£112.23
56061869,07/Jun/2023,"Barker Drive, NW1 0JF","Payment for booking #56061869",-£106.47,Free,-£106.47
56061869,07/Jun/2023,"Barker Drive, NW1 0JF","Payment for booking #56061869",£106.47,Free,£106.47
55602640,29/May/2023,"Barker Drive, NW1 0JF","Payment for booking #55602640",£15.04,Free,£15.04
55610424,29/May/2023,"Barker Drive, NW1 0JF","Payment for booking #55610424",£15.04,Free,£15.04
55609334,29/May/2023,"Barker Drive, NW1 0JF","Payment for booking #55609334",£15.04,Free,£15.04
55519744,28/May/2023,"Barker Drive, NW1 0JF","Payment for booking #55519744",£15.04,Free,£15.04
55502761,27/May/2023,"Barker Drive, NW1 0JF","Payment for booking #55502761",£15.04,Free,£15.04
54901794,16/May/2023,"Barker Drive, NW1 0JF","Payment for booking #54901794",£90.65,Free,£90.65
54750335,12/May/2023,"Barker Drive, NW1 0JF","Payment for booking #54750335",£15.04,Free,£15.04
54735275,12/May/2023,"Barker Drive, NW1 0JF","Payment for booking #54735275",£15.04,Free,£15.04
54085260,29/Apr/2023,"Barker Drive, NW1 0JF","Payment for booking #54085260",-£15.04,Free,-£15.04
54085260,29/Apr/2023,"Barker Drive, NW1 0JF","Payment for booking #54085260",£15.04,Free,£15.04
53973256,27/Apr/2023,"Barker Drive, NW1 0JF","Payment for booking #53973256",-£15.04,Free,-£15.04
53973256,27/Apr/2023,"Barker Drive, NW1 0JF","Payment for booking #53973256",£15.04,Free,£15.04
52481787,30/Mar/2023,"Barker Drive, NW1 0JF","Payment for booking #52481787",-£180.58,Free,-£180.58
52481787,27/Mar/2023,"Barker Drive, NW1 0JF","Payment for booking #52481787",£180.58,Free,£180.58
51657198,09/Mar/2023,"Barker Drive, NW1 0JF","Payment for booking #51657198",£180.58,Free,£180.58
50896422,21/Feb/2023,"Barker Drive, NW1 0JF","Payment for booking #50896422",£75.54,Free,£75.54
50510048,13/Feb/2023,"Barker Drive, NW1 0JF","Payment for booking #50510048",£45.04,Free,£45.04
50019009,03/Feb/2023,"Barker Drive, NW1 0JF","Payment for booking #50019009",£75.54,Free,£75.54
47719645,11/Dec/2022,"Barker Drive, NW1 0JF","Payment for booking #47719645",£90.00,Free,£90.00
47764919,12/Dec/2022,"Barker Drive, NW1 0JF","Payment for booking #47764919",£15.04,Free,£15.04
