#ID,Date,"Cleared Date",Description,Status,"Sub Total",Tax,"Money in","Money out"
494557288,23/Apr/2024,25/Apr/2024,"Owner fee payment for #71505610",Cleared,-£0.60,-£0.12,,-£0.72
494557284,23/Apr/2024,25/Apr/2024,"Payment for booking #71505610",Cleared,£24.03,Free,£24.03,
494537958,23/Apr/2024,26/Apr/2024,"Owner fee payment for #71503020",Cleared,-£0.90,-£0.18,,-£1.08
494537954,23/Apr/2024,26/Apr/2024,"Payment for booking #71503020",Cleared,£36.04,Free,£36.04,
494159788,21/Apr/2024,24/Apr/2024,"Owner fee payment for #71459189",Cleared,-£0.30,-£0.06,,-£0.36
494159784,21/Apr/2024,24/Apr/2024,"Payment for booking #71459189",Cleared,£12.01,Free,£12.01,
492915388,18/Apr/2024,18/Apr/2024,"Payment withdrawal",Cleared,-£168.98,Free,,-£168.98
491952614,15/Apr/2024,18/Apr/2024,"Owner fee payment for #71201806",Cleared,-£0.33,-£0.07,,-£0.40
491952610,15/Apr/2024,18/Apr/2024,"Payment for booking #71201806",Cleared,£13.23,Free,£13.23,
491658678,15/Apr/2024,17/Apr/2024,"REFUND: Owner fee payment for #71151740",Cleared,£1.29,£0.26,£1.55,
491658674,15/Apr/2024,17/Apr/2024,"Payment for booking #71151740",Cleared,-£51.51,Free,-£51.51,
491609576,14/Apr/2024,17/Apr/2024,"Owner fee payment for #71161431",Cleared,-£1.29,-£0.26,,-£1.55
491609572,14/Apr/2024,17/Apr/2024,"Payment for booking #71161431",Cleared,£51.51,Free,£51.51,
491521238,14/Apr/2024,17/Apr/2024,"Owner fee payment for #71151740",Cleared,-£1.29,-£0.26,,-£1.55
491521234,14/Apr/2024,17/Apr/2024,"Payment for booking #71151740",Cleared,£51.51,Free,£51.51,
490948684,12/Apr/2024,15/Apr/2024,"Owner fee payment for #71084907",Cleared,-£0.33,-£0.07,,-£0.40
490948680,12/Apr/2024,15/Apr/2024,"Payment for booking #71084907",Cleared,£13.23,Free,£13.23,
490456966,11/Apr/2024,14/Apr/2024,"Owner fee payment for #71027640",Cleared,-£0.33,-£0.07,,-£0.40
490456962,11/Apr/2024,14/Apr/2024,"Payment for booking #71027640",Cleared,£13.23,Free,£13.23,
490000892,10/Apr/2024,13/Apr/2024,"Owner fee payment for #70975673",Cleared,-£0.33,-£0.07,,-£0.40
490000888,10/Apr/2024,13/Apr/2024,"Payment for booking #70975673",Cleared,£13.23,Free,£13.23,
489625294,09/Apr/2024,12/Apr/2024,"Owner fee payment for #70929389",Cleared,-£0.33,-£0.07,,-£0.40
489625290,09/Apr/2024,12/Apr/2024,"Payment for booking #70929389",Cleared,£13.24,Free,£13.24,
489579026,09/Apr/2024,12/Apr/2024,"Owner fee payment for #70925564",Cleared,-£0.33,-£0.07,,-£0.40
489579022,09/Apr/2024,12/Apr/2024,"Payment for booking #70925564",Cleared,£13.23,Free,£13.23,
489440928,09/Apr/2024,09/Apr/2024,"Payment withdrawal",Cleared,-£621.81,Free,,-£621.81
489132270,08/Apr/2024,11/Apr/2024,"Owner fee payment for #70873333",Cleared,-£0.33,-£0.07,,-£0.40
489132266,08/Apr/2024,11/Apr/2024,"Payment for booking #70873333",Cleared,£13.24,Free,£13.24,
488816092,07/Apr/2024,10/Apr/2024,"Owner fee payment for #70834098",Cleared,-£0.33,-£0.07,,-£0.40
488816088,07/Apr/2024,10/Apr/2024,"Payment for booking #70834098",Cleared,£13.24,Free,£13.24,
487627974,04/Apr/2024,07/Apr/2024,"REFUND: Owner fee payment for #70689004",Cleared,£0.38,£0.08,£0.45,
487627970,04/Apr/2024,07/Apr/2024,"Payment for booking #70689004",Cleared,-£15.04,Free,-£15.04,
487555412,04/Apr/2024,07/Apr/2024,"Owner fee payment for #70689004",Cleared,-£0.38,-£0.08,,-£0.45
487555408,04/Apr/2024,07/Apr/2024,"Payment for booking #70689004",Cleared,£15.04,Free,£15.04,
487552410,04/Apr/2024,08/May/2024,"Owner fee payment for #70688685",Cleared,-£3.09,-£0.62,,-£3.71
487552406,04/Apr/2024,08/May/2024,"Payment for booking #70688685",Cleared,£123.74,Free,£123.74,
487537042,04/Apr/2024,07/Apr/2024,"Owner fee payment for #70687074",Cleared,-£0.38,-£0.08,,-£0.45
487537038,04/Apr/2024,07/Apr/2024,"Payment for booking #70687074",Cleared,£15.04,Free,£15.04,
487113800,03/Apr/2024,06/Apr/2024,"Owner fee payment for #70636423",Cleared,-£0.38,-£0.08,,-£0.45
487113796,03/Apr/2024,06/Apr/2024,"Payment for booking #70636423",Cleared,£15.04,Free,£15.04,
486724318,03/Apr/2024,03/May/2024,"Owner fee payment for #68827529",Cleared,-£3.87,-£0.77,,-£4.64
486724314,03/Apr/2024,03/May/2024,"Payment for booking #68827529",Cleared,£154.68,Free,£154.68,
486700738,02/Apr/2024,05/Apr/2024,"Owner fee payment for #70584864",Cleared,-£0.29,-£0.06,,-£0.35
486700734,02/Apr/2024,05/Apr/2024,"Payment for booking #70584864",Cleared,£11.80,Free,£11.80,
486699934,02/Apr/2024,05/Apr/2024,"Owner fee payment for #70584776",Cleared,-£0.29,-£0.06,,-£0.35
486699930,02/Apr/2024,05/Apr/2024,"Payment for booking #70584776",Cleared,£11.80,Free,£11.80,
486280722,01/Apr/2024,04/Apr/2024,"Owner fee payment for #70533402",Cleared,-£0.29,-£0.06,,-£0.35
486280718,01/Apr/2024,04/Apr/2024,"Payment for booking #70533402",Cleared,£11.80,Free,£11.80,
486066282,01/Apr/2024,04/Apr/2024,"Owner fee payment for #70508012",Cleared,-£0.29,-£0.06,,-£0.35
486066274,01/Apr/2024,04/Apr/2024,"Payment for booking #70508012",Cleared,£11.80,Free,£11.80,
485155086,29/Mar/2024,01/Apr/2024,"Owner fee payment for #70402526",Cleared,-£1.68,-£0.34,,-£2.01
485155082,29/Mar/2024,01/Apr/2024,"Payment for booking #70402526",Cleared,£66.91,Free,£66.91,
483050610,24/Mar/2024,27/Mar/2024,"Owner fee payment for #70143349",Cleared,-£0.29,-£0.06,,-£0.35
483050606,24/Mar/2024,27/Mar/2024,"Payment for booking #70143349",Cleared,£11.80,Free,£11.80,
475500944,06/Mar/2024,04/Apr/2024,"Owner fee payment for #62204620",Cleared,-£2.58,-£0.52,,-£3.09
475500940,06/Mar/2024,04/Apr/2024,"Payment for booking #62204620",Cleared,£102.88,Free,£102.88,
474829230,04/Mar/2024,25/Mar/2024,"REFUND: Owner fee payment for #68638191",Cleared,£3.87,£0.77,£4.64,
474829226,04/Mar/2024,25/Mar/2024,"Payment for booking #68638191",Cleared,-£154.68,Free,-£154.68,
473739268,01/Mar/2024,01/Mar/2024,"Payment withdrawal",Cleared,-£171.75,Free,,-£171.75
472244678,26/Feb/2024,05/Apr/2024,"Owner fee payment for #68827948",Cleared,-£3.87,-£0.77,,-£4.64
472244674,26/Feb/2024,05/Apr/2024,"Payment for booking #68827948",Cleared,£154.68,Free,£154.68,
472235475,26/Feb/2024,03/Apr/2024,"Owner fee payment for #68827529",Cleared,-£3.87,-£0.77,,-£4.64
472235471,26/Feb/2024,03/Apr/2024,"Payment for booking #68827529",Cleared,£154.68,Free,£154.68,
470855412,23/Feb/2024,01/Apr/2024,"REFUND: Owner fee payment for #68507374",Cleared,£1.38,£0.28,£1.66,
470855408,23/Feb/2024,01/Apr/2024,"Payment for booking #68507374",Cleared,-£55.18,Free,-£55.18,
470660372,22/Feb/2024,25/Mar/2024,"Owner fee payment for #68638191",Cleared,-£3.87,-£0.77,,-£4.64
470660368,22/Feb/2024,25/Mar/2024,"Payment for booking #68638191",Cleared,£154.68,Free,£154.68,
469630064,20/Feb/2024,01/Apr/2024,"Owner fee payment for #68507374",Cleared,-£1.38,-£0.28,,-£1.66
469630060,20/Feb/2024,01/Apr/2024,"Payment for booking #68507374",Cleared,£55.18,Free,£55.18,
467941638,15/Feb/2024,22/Feb/2024,"Owner fee payment for #68306752",Cleared,-£1.50,-£0.30,,-£1.80
467941634,15/Feb/2024,22/Feb/2024,"Payment for booking #68306752",Cleared,£60.00,Free,£60.00,
467647766,14/Feb/2024,18/Feb/2024,"Owner fee payment for #68266194",Cleared,-£0.99,-£0.20,,-£1.19
467647762,14/Feb/2024,18/Feb/2024,"Payment for booking #68266194",Cleared,£39.71,Free,£39.71,
464022474,05/Feb/2024,08/Feb/2024,"REFUND: Owner fee payment for #67824183",Cleared,£0.28,£0.06,£0.33,
464022470,05/Feb/2024,08/Feb/2024,"Payment for booking #67824183",Cleared,-£11.08,Free,-£11.08,
464020004,05/Feb/2024,08/Feb/2024,"Owner fee payment for #67824183",Cleared,-£0.28,-£0.06,,-£0.33
464020000,05/Feb/2024,08/Feb/2024,"Payment for booking #67824183",Cleared,£11.08,Free,£11.08,
463830194,05/Feb/2024,05/Feb/2024,"Payment withdrawal",Cleared,-£99.79,Free,,-£99.79
463662244,05/Feb/2024,04/Mar/2024,"Owner fee payment for #62204620",Cleared,-£2.58,-£0.52,,-£3.09
463662240,05/Feb/2024,04/Mar/2024,"Payment for booking #62204620",Cleared,£102.88,Free,£102.88,
463643570,04/Feb/2024,07/Feb/2024,"Owner fee payment for #67778069",Cleared,-£0.28,-£0.06,,-£0.33
463643566,04/Feb/2024,07/Feb/2024,"Payment for booking #67778069",Cleared,£11.08,Free,£11.08,
463050900,03/Feb/2024,05/Feb/2024,"Owner fee payment for #67708313",Cleared,-£0.28,-£0.06,,-£0.33
463050896,03/Feb/2024,05/Feb/2024,"Payment for booking #67708313",Cleared,£11.08,Free,£11.08,
463001346,03/Feb/2024,05/Feb/2024,"Owner fee payment for #67700906",Cleared,-£0.55,-£0.11,,-£0.66
463001342,03/Feb/2024,05/Feb/2024,"Payment for booking #67700906",Cleared,£22.09,Free,£22.09,
462754356,02/Feb/2024,02/Feb/2024,"Payment withdrawal",Cleared,-£121.14,Free,,-£121.14
462615515,02/Feb/2024,07/Feb/2024,"Owner fee payment for #67655362",Cleared,-£0.83,-£0.17,,-£0.99
462615510,02/Feb/2024,07/Feb/2024,"Payment for booking #67655362",Cleared,£33.09,Free,£33.09,
460920578,28/Jan/2024,01/Feb/2024,"Owner fee payment for #67447917",Cleared,-£0.94,-£0.19,,-£1.13
460920574,28/Jan/2024,01/Feb/2024,"Payment for booking #67447917",Cleared,£37.55,Free,£37.55,
457651356,19/Jan/2024,27/Jan/2024,"Owner fee payment for #67051140",Cleared,-£1.87,-£0.37,,-£2.24
457651352,19/Jan/2024,27/Jan/2024,"Payment for booking #67051140",Cleared,£74.82,Free,£74.82,
454407204,10/Jan/2024,10/Jan/2024,"Payment withdrawal",Cleared,-£136.21,Free,,-£136.21
453869862,08/Jan/2024,11/Jan/2024,"Owner fee payment for #66580928",Cleared,-£0.32,-£0.06,,-£0.38
453869858,08/Jan/2024,11/Jan/2024,"Payment for booking #66580928",Cleared,£12.52,Free,£12.52,
453689582,08/Jan/2024,08/Jan/2024,"Payment withdrawal",Cleared,-£136.22,Free,,-£136.22
453456954,07/Jan/2024,10/Jan/2024,"Owner fee payment for #66531289",Cleared,-£0.32,-£0.06,,-£0.38
453456950,07/Jan/2024,10/Jan/2024,"Payment for booking #66531289",Cleared,£12.52,Free,£12.52,
452932656,06/Jan/2024,09/Jan/2024,"Owner fee payment for #66466822",Cleared,-£0.32,-£0.06,,-£0.38
452932652,06/Jan/2024,09/Jan/2024,"Payment for booking #66466822",Cleared,£12.52,Free,£12.52,
452901853,05/Jan/2024,09/Jan/2024,"Owner fee payment for #66463703",Cleared,-£0.32,-£0.06,,-£0.38
452901845,05/Jan/2024,09/Jan/2024,"Payment for booking #66463703",Cleared,£12.52,Free,£12.52,
452534122,05/Jan/2024,04/Feb/2024,"Owner fee payment for #62204620",Cleared,-£2.58,-£0.52,,-£3.09
452534118,05/Jan/2024,04/Feb/2024,"Payment for booking #62204620",Cleared,£102.88,Free,£102.88,
446652338,17/Dec/2023,20/Dec/2023,"Owner fee payment for #65695544",Cleared,-£0.32,-£0.06,,-£0.38
446652334,17/Dec/2023,20/Dec/2023,"Payment for booking #65695544",Cleared,£12.52,Free,£12.52,
446352108,16/Dec/2023,19/Dec/2023,"REFUND: Owner fee payment for #65661839",Cleared,£3.38,£0.68,£4.06,
446352104,16/Dec/2023,19/Dec/2023,"Payment for booking #65661839",Cleared,-£135.25,Free,-£135.25,
446348320,16/Dec/2023,19/Dec/2023,"Owner fee payment for #65661839",Cleared,-£3.38,-£0.68,,-£4.06
446348316,16/Dec/2023,19/Dec/2023,"Payment for booking #65661839",Cleared,£135.25,Free,£135.25,
444089838,11/Dec/2023,11/Dec/2023,"Payment withdrawal",Cleared,-£212.84,Free,,-£212.84
443281638,09/Dec/2023,09/Jan/2024,"Owner fee payment for #62256766",Cleared,-£2.58,-£0.52,,-£3.09
443281634,09/Dec/2023,09/Jan/2024,"Payment for booking #62256766",Cleared,£102.88,Free,£102.88,
443259370,08/Dec/2023,11/Dec/2023,"Owner fee payment for #65275431",Cleared,-£0.63,-£0.13,,-£0.75
443259366,08/Dec/2023,11/Dec/2023,"Payment for booking #65275431",Cleared,£25.04,Free,£25.04,
442000864,06/Dec/2023,04/Jan/2024,"Owner fee payment for #62204620",Cleared,-£2.58,-£0.52,,-£3.09
442000860,06/Dec/2023,04/Jan/2024,"Payment for booking #62204620",Cleared,£102.88,Free,£102.88,
440734514,02/Dec/2023,04/Dec/2023,"Owner fee payment for #64964310",Cleared,-£0.34,-£0.07,,-£0.41
440734510,02/Dec/2023,04/Dec/2023,"Payment for booking #64964310",Cleared,£13.67,Free,£13.67,
434204706,14/Nov/2023,14/Nov/2023,"Payment withdrawal",Cleared,-£199.58,Free,,-£199.58
432275074,09/Nov/2023,09/Dec/2023,"Owner fee payment for #62256766",Cleared,-£2.58,-£0.52,,-£3.09
432275070,09/Nov/2023,09/Dec/2023,"Payment for booking #62256766",Cleared,£102.88,Free,£102.88,
430915814,05/Nov/2023,04/Dec/2023,"Owner fee payment for #62204620",Cleared,-£2.58,-£0.52,,-£3.09
430915810,05/Nov/2023,04/Dec/2023,"Payment for booking #62204620",Cleared,£102.88,Free,£102.88,
419218829,05/Oct/2023,09/Nov/2023,"Owner fee payment for #62256766",Cleared,-£2.58,-£0.52,,-£3.09
419218821,05/Oct/2023,09/Nov/2023,"Payment for booking #62256766",Cleared,£102.88,Free,£102.88,
418804688,04/Oct/2023,04/Nov/2023,"Owner fee payment for #62204620",Cleared,-£2.58,-£0.52,,-£3.09
418804684,04/Oct/2023,04/Nov/2023,"Payment for booking #62204620",Cleared,£102.88,Free,£102.88,
391209998,31/Jul/2023,31/Jul/2023,"Payment withdrawal",Cleared,-£190.06,Free,,-£190.06
380406415,03/Jul/2023,03/Aug/2023,"REFUND: Owner fee payment for #57348346",Cleared,£2.81,£0.56,£3.37,
380406411,03/Jul/2023,03/Aug/2023,"Payment for booking #57348346",Cleared,-£112.23,Free,-£112.23,
380127595,02/Jul/2023,03/Aug/2023,"Owner fee payment for #57348346",Cleared,-£2.81,-£0.56,,-£3.37
380127591,02/Jul/2023,03/Aug/2023,"Payment for booking #57348346",Cleared,£112.23,Free,£112.23,
370974657,07/Jun/2023,12/Jul/2023,"REFUND: Owner fee payment for #56061869",Cleared,£2.66,£0.53,£3.19,
370974653,07/Jun/2023,12/Jul/2023,"Payment for booking #56061869",Cleared,-£106.47,Free,-£106.47,
370893119,07/Jun/2023,12/Jul/2023,"Owner fee payment for #56061869",Cleared,-£2.66,-£0.53,,-£3.19
370893115,07/Jun/2023,12/Jul/2023,"Payment for booking #56061869",Cleared,£106.47,Free,£106.47,
367594223,29/May/2023,01/Jun/2023,"Owner fee payment for #55610424",Cleared,-£0.38,-£0.08,,-£0.45
367594219,29/May/2023,01/Jun/2023,"Payment for booking #55610424",Cleared,£15.04,Free,£15.04,
367584393,29/May/2023,01/Jun/2023,"Owner fee payment for #55609334",Cleared,-£0.38,-£0.08,,-£0.45
367584389,29/May/2023,01/Jun/2023,"Payment for booking #55609334",Cleared,£15.04,Free,£15.04,
367519897,29/May/2023,04/Jun/2023,"Owner fee payment for #55602640",Cleared,-£0.38,-£0.08,,-£0.45
367519893,29/May/2023,04/Jun/2023,"Payment for booking #55602640",Cleared,£15.04,Free,£15.04,
366928799,28/May/2023,30/May/2023,"Owner fee payment for #55519744",Cleared,-£0.38,-£0.08,,-£0.45
366928795,28/May/2023,30/May/2023,"Payment for booking #55519744",Cleared,£15.04,Free,£15.04,
366778397,27/May/2023,30/May/2023,"Owner fee payment for #55502761",Cleared,-£0.38,-£0.08,,-£0.45
366778393,27/May/2023,30/May/2023,"Payment for booking #55502761",Cleared,£15.04,Free,£15.04,
362423942,16/May/2023,21/May/2023,"Owner fee payment for #54901794",Cleared,-£2.27,-£0.45,,-£2.72
362423938,16/May/2023,21/May/2023,"Payment for booking #54901794",Cleared,£90.65,Free,£90.65,
361345842,12/May/2023,15/May/2023,"Owner fee payment for #54750335",Cleared,-£0.38,-£0.08,,-£0.45
361345838,12/May/2023,15/May/2023,"Payment for booking #54750335",Cleared,£15.04,Free,£15.04,
361211140,12/May/2023,15/May/2023,"Owner fee payment for #54735275",Cleared,-£0.38,-£0.08,,-£0.45
361211136,12/May/2023,15/May/2023,"Payment for booking #54735275",Cleared,£15.04,Free,£15.04,
356825216,29/Apr/2023,01/May/2023,"REFUND: Owner fee payment for #54085260",Cleared,£0.38,£0.08,£0.45,
356825212,29/Apr/2023,01/May/2023,"Payment for booking #54085260",Cleared,-£15.04,Free,-£15.04,
356553472,29/Apr/2023,01/May/2023,"Owner fee payment for #54085260",Cleared,-£0.38,-£0.08,,-£0.45
356553468,29/Apr/2023,01/May/2023,"Payment for booking #54085260",Cleared,£15.04,Free,£15.04,
355908916,27/Apr/2023,27/Apr/2023,"Payment withdrawal",Cleared,-£292.12,Free,,-£292.12
355761316,27/Apr/2023,29/Apr/2023,"REFUND: Owner fee payment for #53973256",Cleared,£0.38,£0.08,£0.45,
355761312,27/Apr/2023,29/Apr/2023,"Payment for booking #53973256",Cleared,-£15.04,Free,-£15.04,
355752104,27/Apr/2023,29/Apr/2023,"Owner fee payment for #53973256",Cleared,-£0.38,-£0.08,,-£0.45
355752100,27/Apr/2023,29/Apr/2023,"Payment for booking #53973256",Cleared,£15.04,Free,£15.04,
346059862,30/Mar/2023,28/Apr/2023,"REFUND: Owner fee payment for #52481787",Cleared,£4.52,£0.90,£5.42,
346059858,30/Mar/2023,28/Apr/2023,"Payment for booking #52481787",Cleared,-£180.58,Free,-£180.58,
345007010,27/Mar/2023,28/Apr/2023,"Owner fee payment for #52481787",Cleared,-£4.52,-£0.90,,-£5.42
345007006,27/Mar/2023,28/Apr/2023,"Payment for booking #52481787",Cleared,£180.58,Free,£180.58,
339114986,09/Mar/2023,19/Apr/2023,"Owner fee payment for #51657198",Cleared,-£4.52,-£0.90,,-£5.42
339114982,09/Mar/2023,19/Apr/2023,"Payment for booking #51657198",Cleared,£180.58,Free,£180.58,
333687410,21/Feb/2023,23/Feb/2023,"Owner fee payment for #50896422",Cleared,-£1.89,-£0.38,,-£2.27
333687406,21/Feb/2023,23/Feb/2023,"Payment for booking #50896422",Cleared,£75.54,Free,£75.54,
330943992,13/Feb/2023,15/Feb/2023,"Owner fee payment for #50510048",Cleared,-£1.13,-£0.23,,-£1.35
330943988,13/Feb/2023,15/Feb/2023,"Payment for booking #50510048",Cleared,£45.04,Free,£45.04,
329492860,09/Feb/2023,09/Feb/2023,"Payment withdrawal",Cleared,-£73.27,Free,,-£73.27
327435998,03/Feb/2023,05/Feb/2023,"Owner fee payment for #50019009",Cleared,-£1.89,-£0.38,,-£2.27
327435994,03/Feb/2023,05/Feb/2023,"Payment for booking #50019009",Cleared,£75.54,Free,£75.54,
319551848,09/Jan/2023,09/Jan/2023,"Payment withdrawal",Cleared,-£101.89,Free,,-£101.89
311481210,12/Dec/2022,15/Dec/2022,"Owner fee payment for #47764919",Cleared,-£0.38,-£0.08,,-£0.45
311481206,12/Dec/2022,15/Dec/2022,"Payment for booking #47764919",Cleared,£15.04,Free,£15.04,
311151198,11/Dec/2022,18/Dec/2022,"Owner fee payment for #47719645",Cleared,-£2.25,-£0.45,,-£2.70
311151194,11/Dec/2022,18/Dec/2022,"Payment for booking #47719645",Cleared,£90.00,Free,£90.00,
